genes	baseMean	log2FoldChange	lfcSE	pvalue	padj
AC245041.1	AC245041.1	15.4335190477778	-0.159762012675882	0.290631091943037	0.432217565781832	0.514330031759967
AC245041.2	AC245041.2	30.9980785073091	-1.30118017859161	0.265992199175559	2.12586310399388e-07	5.84339722312634e-07
AC245047.5	AC245047.5	1.65708374610758	-0.835616414103127	0.417238170871229	0.0271708504541836	0.0424844586709204
AC245052.3	AC245052.3	2.56981486904302	-0.163807401047597	0.175220741284787	0.330612575630698	0.407873918132269
AC245052.4	AC245052.4	18.8460838862363	0.25913063013631	0.143931721517268	0.0670858156286142	0.0973289247499975
AC245052.5	AC245052.5	0.744392017070156	-0.447807005615368	0.774271742685525	0.383780899994794	0.464014069344132
AC245060.2	AC245060.2	18.6315254335245	-0.450768266308154	0.144832505353289	0.00152518298544916	0.00284004298022376
AC245060.4	AC245060.4	10.7469188362333	0.388540755627091	0.092438809075002	2.24539643004989e-05	5.11730768528674e-05
AC245060.5	AC245060.5	99.5850178615404	-0.601171582319105	0.120543986798459	4.47499444985809e-07	1.1972023505502e-06
AC245060.6	AC245060.6	111.907885464886	-0.62561085909131	0.117402059527773	7.31156817662905e-08	2.08999036991987e-07
AC245060.7	AC245060.7	30.7842375156343	-0.224429903651357	0.111293389859569	0.049072136598035	0.0732498780512201
AC245100.1	AC245100.1	3.86306278634312	-0.531562880477455	0.220980372782423	0.0117354285482073	0.0194172092545781
AC245100.2	AC245100.2	28.9993767490132	0.143464773678023	0.197608450777154	0.459017431544	0.541285477377578
AC245100.3	AC245100.3	4.35166198145794	1.89452251229892	0.513433703647993	0.000120885575393617	0.000255979784072526
AC245100.4	AC245100.4	133.899065994107	-0.58829810457262	0.145714634912104	3.6852427741839e-05	8.22314409167858e-05
AC245100.6	AC245100.6	14.8893278302267	-1.53049763086185	0.154248969949687	4.19970688203792e-24	3.43643299128345e-23
AC245100.7	AC245100.7	35.9611804864549	-0.211125361008493	0.139260595941054	0.122413757600732	0.168318916701006
AC245123.1	AC245123.1	2.55580607712593	-3.03077757395112	0.293649427236304	7.92191351903863e-29	8.24966053005892e-28
AC245140.1	AC245140.1	2.03640837608419	-0.37346018489568	0.195233373571794	0.0475522352538248	0.07115531859827
AC245140.2	AC245140.2	32.771920342353	-0.112818796158584	0.0821771047959365	0.166966316032141	0.222796052012099
AC245140.3	AC245140.3	10.6470796237316	0.18927333584376	0.127334938695407	0.132401648434862	0.180724238561847
AC245187.2	AC245187.2	3.71793765960887	-3.06606216210776	0.249039046866104	2.69191562167131e-40	5.1127602556609e-39
AC245297.1	AC245297.1	223.416720774855	-0.251586838804275	0.157601115146766	0.100990959267258	0.141413734339824
AC245297.2	AC245297.2	4.51766840768741	-1.16662840170253	0.205822774746089	3.76440166246181e-09	1.19098286628164e-08
AC245297.3	AC245297.3	163.236093220467	-0.736522931388895	0.139880789087878	8.25203308859855e-08	2.34703336438122e-07
AC245369.21	AC245369.21	1.33013277088939	-0.78789712693762	0.623645013165029	0.0963522276208955	0.135513880684548
AC245407.2	AC245407.2	111.694693127273	-0.191558866247544	0.0989238208133223	0.0507627024671467	0.0755342690600683
AC245452.1	AC245452.1	3.28089808776712	-0.20340445158837	0.17375492428965	0.229591182237351	0.295714607195576
AC245517.5	AC245517.5	2.38336561745443	-1.50093859098079	0.586413680679062	0.00458912116044333	0.008045920868528
AC245884.10	AC245884.10	2.13703693350997	0.307132313941062	0.229574140529566	0.163530555024878	0.218615637652333
AC245884.11	AC245884.11	1.31388556976622	-0.512094640939388	0.396457415807338	0.168105711938773	0.224130386530243
AC245884.12	AC245884.12	0.8333749484172	-0.11272721007924	0.673191975244752	0.798550715118383	0.851051029595723
AC245884.3	AC245884.3	16.5462272150995	-0.111068500887395	0.133331664406253	0.398489450474078	0.479241631504311
AC245884.4	AC245884.4	0.914428710335222	0.150325520652763	0.557235883932422	0.66502770851198	0.736664567112719
AC245884.6	AC245884.6	0.474724732710588	-0.00776260690426887	0.746307190055925	0.969937821300941	0.982241883348828
AC245884.8	AC245884.8	33.4732108113866	-0.48984338601535	0.109617238992337	5.81165935639855e-06	1.40773515848654e-05
AC245884.9	AC245884.9	14.6204379727528	-3.11549663529356	0.295364437948735	7.066187158265e-27	6.69423275789022e-26
AC246787.1	AC246787.1	101.648993250721	-0.356479416989281	0.108196133264011	0.000868571327888065	0.00166722888681944
AC246787.2	AC246787.2	2.47586381519176	-0.822963049468531	0.393030364837713	0.0227614100830627	0.0360482430625845
AC246817.1	AC246817.1	23.9833537579364	-1.903976759349	0.133837534430572	1.37732636358561e-46	3.52454029292366e-45
AC246817.2	AC246817.2	30.4111373107852	-2.18890575167776	0.140504801701557	1.7911913843438e-54	6.85557178650635e-53
AC253536.1	AC253536.1	9.35149386443522	-0.391212876476974	0.138926095908476	0.00453057214970301	0.00795036391972643
AC253536.2	AC253536.2	1.87077120721949	0.0483542298235715	0.257836695769518	0.840969055172326	0.883952231695415
AC253536.3	AC253536.3	26.5073911071449	-0.670042617126313	0.182639070604131	0.000169545869354463	0.000353537126752394
AC253536.4	AC253536.4	1.54645877854105	-0.846836102525638	0.642445052801598	0.136605217267966	0.185873706616968
AC253536.6	AC253536.6	20.143005291224	-0.174294633897625	0.121909850923432	0.146937740343874	0.19848184512666
AC253572.1	AC253572.1	2.37534802498507	0.0904689609341707	0.227437629174997	0.670615984592491	0.741459835400283
AC253576.1	AC253576.1	1.5409068564712	0.272941138597482	0.382186002893255	0.470273289579876	0.552532056013033
AC253576.2	AC253576.2	11.6410042262906	-0.173916232810002	0.137065345191637	0.195924903885587	0.256958435969359
AC254562.1	AC254562.1	6.3129276213722	-0.277068178291757	0.141114688226293	0.0464681801860413	0.0696681249583754
AC254562.2	AC254562.2	0.659396905812272	-0.465522780250241	0.679983924209232	0.397608018257985	0.478409348315652
AC254562.3	AC254562.3	13.7508823358018	-0.380585967684379	0.114523188833238	0.000753291892031711	0.00145622432282177
AC254633.1	AC254633.1	43.6317928498582	-2.21291731242382	0.167578362914523	2.36235504012216e-39	4.26465982613172e-38
ACAA1	ACAA1	2422.04773120379	-0.0977307698988689	0.0808225866867644	0.223736673806972	0.289028618833415
ACAA2	ACAA2	3714.23542193605	-0.955053883724163	0.106609215801305	2.12049914511511e-19	1.3282226756464e-18
ACACA	ACACA	7947.50415104956	0.0241662601630213	0.0979639957670559	0.804535401226482	0.85524812024692
ACACB	ACACB	11396.1520876675	-3.19565025139602	0.189040399390164	1.49342584758471e-60	7.53423753207324e-59
ACAD10	ACAD10	1625.65498980178	-0.00153960515103188	0.055970562903879	0.977060548712128	0.987786121185913
ACAD11	ACAD11	20.3270692463133	-0.884793276094339	0.106106295502767	3.82905908395804e-17	2.08426465298101e-16
ACAD8	ACAD8	1751.66201816011	-0.467849948112481	0.0628587252598736	8.75628997123098e-14	3.85013297068984e-13
ACAD9	ACAD9	2446.30122903166	0.0643454181395262	0.0583236598341616	0.268905837864982	0.340269606272187
ACADL	ACADL	380.657589324964	-4.42714296087663	0.294550572703913	9.21341535249251e-50	2.81132384763501e-48
ACADM	ACADM	4100.23059065523	-0.387439519851715	0.0891338392787599	1.18658790936419e-05	2.78292203824288e-05
ACADS	ACADS	1791.54853323899	-1.52713412757506	0.126938016639734	2.99567984655855e-33	3.94622874670765e-32
ACADSB	ACADSB	6620.97656921626	-0.310580251270884	0.131857843030693	0.0165090676935297	0.0266985174218803
ACADVL	ACADVL	14276.9095815198	-0.917331287102499	0.074952556757438	2.29910697458464e-34	3.22011557054201e-33
ACAN	ACAN	264.173409523167	2.68874403190504	0.181804613906135	1.22240996473559e-47	3.30508626933289e-46
ACAP1	ACAP1	500.166687732832	-0.403066641248296	0.10667965074113	0.000135058805403658	0.000284476155634329
ACAP2	ACAP2	4310.20565126676	0.0433160087122018	0.0621757019387153	0.485121150550043	0.567263241938972
ACAP2-IT1	ACAP2-IT1	13.8169298662826	-0.0801722119820845	0.131100967631549	0.542737943094317	0.623847868090179
ACAP3	ACAP3	1555.52096067232	0.278810882123901	0.0760829996043625	0.000232415089432236	0.000477203880502266
ACAT1	ACAT1	3583.27185671811	-0.526438590747639	0.106828196338481	6.49393211364013e-07	1.71552931350477e-06
ACAT2	ACAT2	940.288146238387	0.587775024930383	0.0820877960132315	6.81902869019643e-13	2.83078940754545e-12
ACBD3	ACBD3	4809.707065317	0.889021846115764	0.0558070375029344	1.07214421129643e-56	4.55178631842716e-55
ACBD3-AS1	ACBD3-AS1	14.9438232353574	0.606133959020897	0.122485324228549	5.30820140238403e-07	1.41146272628054e-06
ACBD4	ACBD4	721.202384511422	-0.754371861589651	0.0867503305536893	2.65694434853581e-18	1.55054186280477e-17
ACBD5	ACBD5	2739.51994200517	0.33908955492861	0.0664684979519515	3.1025718174439e-07	8.40913950980253e-07
ACBD6	ACBD6	2054.87919464638	0.652419704573784	0.0483606631956142	2.40253242908778e-41	4.8193737580652e-40
ACBD7	ACBD7	211.284632259785	0.538164298407416	0.188363087292262	0.00322209784363779	0.00576609099485125
ACCS	ACCS	880.29179371484	-1.20985223128284	0.0783439791044823	4.28915027267383e-53	1.5493952951288e-51
ACD	ACD	914.228691530647	-0.0867561882318678	0.0592149647322582	0.141372061482208	0.191695983831843
ACE	ACE	1215.58755726723	-0.177295272969267	0.0996875263552378	0.0715416188107568	0.103263921849819
ACE2	ACE2	35.710968996785	-2.7199295866061	0.219880558105756	4.88865339647506e-35	7.11762978041748e-34
ACER1	ACER1	17.038587367582	-0.368950913349179	0.231168036029767	0.0885553223537423	0.125571731156379
ACER2	ACER2	564.533530815415	-0.494555407388467	0.131879686588437	0.000134773382667376	0.000283942611582972
ACER3	ACER3	2534.57730872849	-0.14411130575741	0.102812745375586	0.157015383249818	0.21084633310411
ACHE	ACHE	162.494241350069	-0.69750054142002	0.152538383902369	3.01608720286993e-06	7.49518121913394e-06
ACIN1	ACIN1	8978.87672575864	0.05598314577146	0.0408607097677771	0.170236803694298	0.226638479244423
ACKR1	ACKR1	4067.77559328521	-3.18993484325358	0.265131373563075	8.05952876287986e-34	1.09963439312981e-32
ACKR2	ACKR2	375.85809010024	-1.18046793929022	0.195099793930806	5.93614514526813e-10	1.99935021964197e-09
ACKR3	ACKR3	3842.43440170405	-1.26714392231588	0.168417742045277	2.7889995640224e-14	1.26826500683621e-13
ACKR4	ACKR4	205.678228224813	-1.38306800368173	0.177267763372151	2.65819647928716e-15	1.29397272525795e-14
ACKR4P1	ACKR4P1	0.875792253315587	-0.419443237733279	0.364263180245345	0.226619302952749	0.292240068878499
ACLY	ACLY	11816.0827394649	0.612374349635585	0.0822566206453065	8.511712492872e-14	3.74678506734402e-13
ACMSD	ACMSD	37.498566520915	-0.00445946612503679	0.235766909142078	0.981154370053779	0.990937283893923
ACO1	ACO1	7142.42893785641	-1.18524344881574	0.139332035873473	7.56982414376161e-18	4.29361396702693e-17
ACO2	ACO2	5073.2160229112	0.0370790836210608	0.0893281412073388	0.677042005816556	0.746836885081176
ACOT1	ACOT1	374.881161645763	-0.306584881879767	0.121775618820454	0.0106885804165756	0.0178033932946588
ACOT11	ACOT11	142.375741871885	-0.2026505929726	0.130177981541515	0.112836314051394	0.15641324243168
ACOT12	ACOT12	1.69329589249669	-1.19713907328343	0.348687898739367	0.000217373649834478	0.000448246013200952
ACOT13	ACOT13	1148.95955959322	0.274858132678651	0.0618582753262327	8.3939199236318e-06	2.00263764487107e-05
ACOT2	ACOT2	1505.22930483999	-0.305583905163356	0.101065357236838	0.00227710319704091	0.00414994870205368
ACOT4	ACOT4	675.300202365143	0.904132871775237	0.129658319737365	2.09101276781093e-12	8.40899096356988e-12
ACOT6	ACOT6	6.24851282109243	-0.173590372360565	0.272550345425841	0.526521085203503	0.60793863969149
ACOT7	ACOT7	1201.58147085717	1.14314644371521	0.0915744241211285	1.55934261532058e-35	2.34265724684845e-34
ACOT8	ACOT8	720.194178380239	0.437003297944455	0.054128360072937	6.37175522940135e-16	3.21726333077925e-15
ACOT9	ACOT9	1971.36490904766	-0.451530426005252	0.0817590222592895	2.83212008699295e-08	8.36811152782235e-08
ACOX1	ACOX1	5970.54132217842	-0.226155616956329	0.0897630712593914	0.0111685678872145	0.0185469761143567
ACOX2	ACOX2	1379.31499657674	-0.282175143272923	0.189332905101679	0.116666352235808	0.161205968071397
ACOX3	ACOX3	1884.25370295764	0.149318876007856	0.0716179269506217	0.03645953907937	0.0557092935641356
ACOXL	ACOXL	170.696504890775	-0.691696709681016	0.0891069657644246	6.28319309306718e-15	2.98181862233388e-14
ACOXL-AS1	ACOXL-AS1	39.4952846625245	-0.764463355694897	0.0982943371423417	4.62847834346153e-15	2.21676783066789e-14
ACP1	ACP1	4260.61195844422	0.5616981322465	0.0505895250374242	1.25407429244493e-28	1.29225924686232e-27
ACP2	ACP2	2899.1020188889	0.607226106329474	0.0682219729233505	5.07232126455321e-19	3.09333749820528e-18
ACP3	ACP3	144.206546953273	0.261821150889277	0.143937080706668	0.0652997017596476	0.094967469372453
ACP4	ACP4	5.10011896192894	-0.696127942742495	0.193509599567332	0.000182098548558168	0.000378373394227945
ACP5	ACP5	3884.48033834213	0.802775236205428	0.130093678966692	4.28643065139436e-10	1.45941677083433e-09
ACP6	ACP6	1121.43918199215	0.195228905814516	0.0883575347278027	0.0263069636022911	0.0412186331042056
ACP7	ACP7	15.8511333697121	0.178449394796642	0.302293185517684	0.596718314768973	0.674668090469795
ACR	ACR	21.410655532559	-1.27672146372149	0.15173141823521	1.33581313183183e-17	7.46657679899361e-17
ACRBP	ACRBP	106.572191987734	0.333944835299601	0.102134637499207	0.000981300036951285	0.00187011239999904
ACRP1	ACRP1	1.19656528569386	0.189817953314633	0.426194000848102	0.570914476281348	0.650498199205709
ACRV1	ACRV1	9.47347354464965	1.30490746735497	0.14247978773135	1.64527173344734e-20	1.10073845730921e-19
ACSBG1	ACSBG1	35.4875307668351	-0.516991918293761	0.173074025398435	0.00209789084627052	0.00383817432893725
ACSBG2	ACSBG2	19.3558404152224	-0.90349134070289	0.125973670464068	3.34000562690701e-13	1.41595899059658e-12
ACSF2	ACSF2	3207.98907163011	-0.379523993655968	0.123032766225715	0.00173458712934194	0.00320700929679933
ACSF3	ACSF3	1060.11531701145	-0.260094413898955	0.057855247753674	6.55421445093467e-06	1.57959516190067e-05
ACSL1	ACSL1	25312.7163347017	-1.82005803179372	0.18864494558688	3.01145697504862e-22	2.22990318095884e-21
ACSL3	ACSL3	12192.4701909393	0.345190802039673	0.0990145435708094	0.000446266451003172	0.00088529831377838
ACSL3-AS1	ACSL3-AS1	4.42575945121182	0.0204531731569611	0.183391612585071	0.899794209450877	0.930004723087496
ACSL4	ACSL4	3838.27210394987	-0.996265553385729	0.107093965630468	1.00720726151555e-20	6.80808195785502e-20
ACSL5	ACSL5	1635.5708057584	-1.09675421449918	0.118154271874188	1.17189990052174e-20	7.89564488130146e-20
ACSL6	ACSL6	92.8660394279282	0.0961274228306015	0.181839889097849	0.593201935936417	0.67129328547539
ACSM1	ACSM1	1423.22078385838	-0.873670979034479	0.256603214888252	0.000318283912770218	0.000642398731601345
ACSM2A	ACSM2A	7.31135090990398	-3.79234355418076	0.27951356792092	2.54847768272506e-47	6.76120879591686e-46
ACSM2B	ACSM2B	7.32165410009767	-3.39334685642402	0.263752671773433	7.54947025620575e-41	1.48079320915539e-39
ACSM3	ACSM3	454.844956906779	-1.73080984054228	0.159605398847357	5.41868851511236e-27	5.15832891889498e-26
ACSM4	ACSM4	22.6994078873656	-0.628974269229221	0.181108327867251	0.000324022126237038	0.000653420909754966
ACSM5	ACSM5	563.932587796563	-3.02927687118003	0.204888093825758	1.8733934810246e-47	5.01154012529764e-46
ACSM5P1	ACSM5P1	4.15011344998857	-2.12042864537417	0.282384584823098	5.36669409795521e-15	2.55785898617501e-14
ACSM6	ACSM6	12.3255052384663	-1.18944647970121	0.2846924814047	9.33078010774995e-06	2.21494857370504e-05
ACSS1	ACSS1	2986.33550888045	0.25912668493461	0.11696211343406	0.0255051882643432	0.0400635596947897
ACSS2	ACSS2	5389.06593562328	-1.29379803952256	0.102462828166051	2.10112684719047e-36	3.30544265795779e-35
ACSS3	ACSS3	2385.20035337931	-1.14510747640538	0.171711156217215	9.7884820917367e-12	3.7512968050961e-11
ACTA1	ACTA1	28385.1503994898	0.678490236635815	0.294366551511453	0.0135088909341457	0.0221607722370379
ACTA2	ACTA2	16832.795881873	-1.60266224175095	0.124494463315521	2.15335175546811e-37	3.53051853649187e-36
ACTA2-AS1	ACTA2-AS1	413.013523869343	-3.00491652845935	0.174592397570511	1.3653732049276e-61	7.28302011949694e-60
ACTB	ACTB	256331.515786258	0.51098067848326	0.0677841224671451	4.26214243907853e-14	1.91481895948641e-13
ACTBL2	ACTBL2	13.9102974564169	-1.34682469606072	0.258986350780966	3.85104411567819e-08	1.12713874990449e-07
ACTBP1	ACTBP1	1.82618477272314	0.287386595743346	0.264209369402835	0.24838412295001	0.317115686213974
ACTBP11	ACTBP11	7.82241688794517	0.53720530494384	0.127362793245849	1.82442590176367e-05	4.19948073521689e-05
ACTBP12	ACTBP12	1.77872660392561	0.278387104315411	0.666021645776198	0.571486367233353	0.65108659081201
ACTBP13	ACTBP13	2.10125241423672	0.990116706925815	0.431275017703857	0.0116096144370857	0.0192252301258446
ACTBP14	ACTBP14	0.754755202262496	0.575430724518613	0.466035489364239	0.168916893928273	0.225093106513937
ACTBP2	ACTBP2	24.284831798792	0.46545825785878	0.0893088784488023	1.58386511308141e-07	4.39631031505566e-07
ACTBP4	ACTBP4	1.43820303887516	0.0964133051953355	0.236575367784886	0.681249268921941	0.750237610793898
ACTBP7	ACTBP7	6.33738401768791	0.459439044958023	0.115735320224563	5.75169939967469e-05	0.000125871812666767
ACTBP8	ACTBP8	3.79373790578538	0.562148592790914	0.20290685684269	0.00388481547479705	0.00688171204499087
ACTBP9	ACTBP9	3.64758055712042	0.362721376424026	0.143966403816224	0.010193342257393	0.0170362735790502
ACTC1	ACTC1	97.0933435110568	-0.443224321837843	0.269375334900511	0.0754161728906383	0.108356746334502
ACTE1P	ACTE1P	1.38858927911552	0.618382812052543	0.555776059441455	0.187363012353137	0.246754289348255
ACTG1	ACTG1	178883.791107659	0.660375278257391	0.0565083178799088	1.71506422009259e-31	2.05813526106462e-30
ACTG1P1	ACTG1P1	31.2353657780255	0.502662525794747	0.119458340304222	2.17958363370991e-05	4.9761765788348e-05
ACTG1P10	ACTG1P10	6.55569461776586	-0.285725575487459	0.158177218243195	0.065213702707153	0.0948580017372791
ACTG1P11	ACTG1P11	1.37233357650941	0.827820759967363	0.342302239241598	0.0103541421865719	0.0172805209262914
ACTG1P12	ACTG1P12	1.87695849213544	-0.154268424752298	0.222200897520305	0.476742211338007	0.558999645368808
ACTG1P14	ACTG1P14	17.3242126602399	0.389704005601651	0.0940632181037662	3.00046280611587e-05	6.75266432087869e-05
ACTG1P15	ACTG1P15	4.08970660437674	0.217884619826916	0.177157800054878	0.206577899492252	0.269401409231635
ACTG1P16	ACTG1P16	0.796108676569819	0.7779053735723	0.443626491498618	0.0529756758645722	0.0785297722660265
ACTG1P17	ACTG1P17	11.7473946094348	-0.301491688211083	0.111308788267262	0.00610476887727618	0.0105304434369755
ACTG1P19	ACTG1P19	1.02266533773863	0.605731722238163	0.380771122015177	0.0867047566461122	0.12319955477479
ACTG1P2	ACTG1P2	0.481855576477921	0.0335777575295351	0.716869996434763	0.870139698301398	0.906967208890004
ACTG1P20	ACTG1P20	21.7612875896151	0.0685966639851295	0.101696231304381	0.496703353314746	0.578682724097381
ACTG1P21	ACTG1P21	0.877472608125773	0.428468013981246	0.46464578985688	0.284086460887999	0.357038902921357
ACTG1P22	ACTG1P22	10.9598559341146	-0.0941767717918894	0.380129162694276	0.806555952014147	0.856726474529354
ACTG1P23	ACTG1P23	7.61060984718574	0.450547014403089	0.114924251151711	7.37239309257144e-05	0.000159757770661023
ACTG1P24	ACTG1P24	3.71972241749957	-0.005613601190901	0.163016577290757	0.966597002318885	0.979806698252358
ACTG1P25	ACTG1P25	31.6634688311655	2.08710271802873	0.144557123375026	1.10440924324001e-46	2.83641487924351e-45
ACTG1P3	ACTG1P3	16.8142632532426	0.468919050411272	0.103326665497369	4.50258132254995e-06	1.10204019981991e-05
ACTG1P9	ACTG1P9	6.95768843255955	0.47298202269625	0.128290614504709	0.00018014412503106	0.000374532450424657
ACTG2	ACTG2	8135.21653240167	-3.64858488045582	0.224678380515627	2.52872571363736e-55	1.00594358675799e-53
ACTL10	ACTL10	4.32783380315656	0.226679492787325	0.197413037944063	0.231914047743188	0.298382518952154
ACTL6A	ACTL6A	2665.0928660949	0.9035479764988	0.0613755207625093	9.26947966415248e-49	2.67168010042993e-47
ACTL6B	ACTL6B	10.2064155776694	0.291170984526459	0.469501877951995	0.493576594021214	0.575646744964556
ACTL8	ACTL8	154.454403809769	5.59861150077346	0.670048311740442	1.67971942051797e-16	8.79266982039937e-16
ACTN1	ACTN1	22103.0299012327	-0.29944836216542	0.0764241919421743	8.19928397777426e-05	0.000176701814670315
ACTN1-AS1	ACTN1-AS1	10.4603300344945	-0.886434597115063	0.144682925351736	3.79066425871114e-10	1.29761728302507e-09
ACTN2	ACTN2	5840.82446131465	0.971348361235348	0.271974605476178	0.00015988187704804	0.000334252931059585
ACTN3	ACTN3	592.684941827058	-0.406583356408664	0.209753783318343	0.0463907556919467	0.0695644960585861
ACTN4	ACTN4	28742.8852881143	0.0595281519102116	0.0674896170346497	0.376615400030701	0.456489824933534
ACTN4P1	ACTN4P1	3.51676171235872	-0.0103445323668652	0.162078457502257	0.945153294178075	0.963960958863955
ACTP1	ACTP1	1.16727411392984	0.505966934563888	0.464857844357826	0.247053733620501	0.315656464810471
ACTR10	ACTR10	3573.82608369926	0.0151248380340039	0.0421811694864772	0.719934986014853	0.78448623572378
ACTR1A	ACTR1A	6882.87962832745	0.248227198361029	0.0623365611096219	6.52285686984449e-05	0.000142097347050665
ACTR1AP1	ACTR1AP1	0.938285172825294	0.250082024653171	0.358562093668442	0.441256861580249	0.52343101699881
ACTR1B	ACTR1B	3686.22600184234	-0.230420682015514	0.0520315122610686	9.08806000019609e-06	2.15950575762235e-05
ACTR2	ACTR2	18488.2988948936	0.731357142250794	0.0522398055314515	2.33475594483446e-44	5.38959817161036e-43
ACTR3	ACTR3	12266.8347093289	0.661294502879629	0.0532321133041027	2.32354140669641e-35	3.44681383589843e-34
ACTR3B	ACTR3B	664.066030127612	0.0614263951114787	0.103734777929083	0.56920121173166	0.64903436572272
ACTR3C	ACTR3C	151.927453137851	0.163466054292573	0.0937849385424475	0.0767935121885401	0.110170076611404
ACTR5	ACTR5	656.073450503952	0.370211538119782	0.0518824397756475	9.01869122301734e-13	3.71645321722219e-12
ACTR6	ACTR6	1780.04735684774	0.226606284126257	0.0501527016923179	6.01433860202852e-06	1.45503546764769e-05
ACTR8	ACTR8	1485.88747275684	0.0901851087914203	0.0387695875970228	0.0198780612698338	0.0317533599895059
ACTRT3	ACTRT3	119.189208582584	-0.0740363797401627	0.0860625205887596	0.385507689783201	0.465847039198487
ACVR1	ACVR1	3288.65700833199	-0.15439253360361	0.0542084993428634	0.00428372123177133	0.00754263387411466
ACVR1B	ACVR1B	3448.62280333151	0.292288075813543	0.0525286605018579	2.50040865309913e-08	7.42459714667092e-08
ACVR1C	ACVR1C	2297.72428740785	-4.21674795627503	0.280524725771097	5.28416685096997e-48	1.45995750534807e-46
ACVR2A	ACVR2A	1188.98292334553	-0.777453947377528	0.0660395071164909	6.02555508054153e-32	7.3913893660545e-31
ACVR2B	ACVR2B	1122.29992946665	0.0479814998656287	0.080053369982215	0.547136296668416	0.628005424415908
ACVR2B-AS1	ACVR2B-AS1	151.760626529	-0.933721785203089	0.118756235945762	2.38775017430101e-15	1.1652102237361e-14
ACVRL1	ACVRL1	2123.84538842634	-0.905042346620062	0.11357603388856	1.07256410557314e-15	5.34769908270042e-15
ACY1	ACY1	10.5437861424791	-0.0832253222526405	0.102740183181722	0.413582950317027	0.495003419451796
ACY3	ACY3	394.574731878611	-0.908862794376889	0.237914221417375	6.1676960369229e-05	0.000134592478307897
ACYP1	ACYP1	276.537788809153	0.170781726119587	0.061666932504612	0.00549869483114636	0.00953849721408207
ACYP2	ACYP2	733.833439809731	-0.557956666766126	0.0811299455877401	4.39782214587921e-12	1.72925261495462e-11
AD000090.1	AD000090.1	24.7828995705007	-0.436397048456858	0.193216220352492	0.0193345765262198	0.0309705271695699
AD000671.3	AD000671.3	0.726977985871034	-0.610778734472085	0.672116230328943	0.274312225702119	0.346317716048673
AD000864.1	AD000864.1	10.274567831187	0.268998461109872	0.146343150459961	0.060766065158669	0.0889372964588971
AD001527.1	AD001527.1	5.10546735893985	-0.233166153070615	0.145310208726832	0.10341660816597	0.144495608541327
ADA	ADA	402.490115684504	0.389955492188355	0.111142378913196	0.000393989611693648	0.000786311660132384
ADA2	ADA2	3574.04602403783	0.124130476350089	0.104960377965422	0.234717734229087	0.301583805806266
ADAD2	ADAD2	10.6609674244304	-1.89655982430901	0.182027364365466	1.99163864303109e-26	1.84238296130773e-25
ADAL	ADAL	639.470925430856	-0.110067198388742	0.0613684917173902	0.0667452724792786	0.0968944854985299
ADAM10	ADAM10	7544.46964016316	0.131827496904774	0.0620820897381355	0.0332260505379596	0.0511170474540227
ADAM11	ADAM11	47.5546294698367	-0.784776126808291	0.13690008613223	6.67057868442729e-09	2.06680405795314e-08
ADAM12	ADAM12	5560.56394684512	1.8015431186452	0.154693231131732	4.65594928293689e-31	5.44863158143822e-30
ADAM15	ADAM15	11980.6269896889	0.702502975375231	0.089112298221684	2.65958948140253e-15	1.29447263982659e-14
ADAM17	ADAM17	2199.05247719746	0.0960635195761677	0.0636631800127536	0.130432116433424	0.178366335318357
ADAM19	ADAM19	1039.81307253013	1.81857017835638	0.109931467686391	2.07337168805553e-59	9.93560836694901e-58
ADAM1B	ADAM1B	27.9813498792585	-0.426231294770507	0.105899868762439	4.7596080738735e-05	0.000105018429955413
ADAM2	ADAM2	10.7322565355411	0.07378860291531	0.714903779534407	0.827041616800302	0.873240782771322
ADAM20	ADAM20	5.27459750721411	-0.737802506731828	0.141625006239593	1.0094402286661e-07	2.85134614111634e-07
ADAM20P1	ADAM20P1	17.004280033129	-0.651690157808185	0.114220572529168	7.27804736575188e-09	2.2496997210892e-08
ADAM21	ADAM21	20.1934112415443	0.477598374445554	0.133865958291034	0.000310968341154495	0.000628458505339088
ADAM21P1	ADAM21P1	1.67246136827726	0.515322584766939	0.301549235467008	0.0716908862781218	0.103449820190378
ADAM22	ADAM22	765.588739560684	-0.670108433008316	0.116911444458109	6.93143220637622e-09	2.14518333752074e-08
ADAM23	ADAM23	232.512327765322	-0.375362595449189	0.119869848790648	0.00144607335660079	0.0027005536387066
ADAM28	ADAM28	575.947859023101	0.140904340035608	0.119371856060173	0.232031455221585	0.298511856157421
ADAM29	ADAM29	25.4950867713558	-1.20311734660673	0.445245353607093	0.00229691168308167	0.00418497071984457
ADAM32	ADAM32	208.871122183872	-0.89206020437365	0.15358216212796	3.1305688804059e-09	9.96871677071446e-09
ADAM33	ADAM33	1031.59565753465	-3.35021986086144	0.159441895294213	1.13517756991844e-89	2.30721579081412e-87
ADAM8	ADAM8	831.231778076549	2.06270934106577	0.124419564850831	3.42218329621945e-59	1.62450352041343e-57
ADAM9	ADAM9	7272.01702006346	0.247473209256427	0.104772582040112	0.0172285231597565	0.0277655268658762
ADAMDEC1	ADAMDEC1	314.995145946933	2.66088988459736	0.243141501481226	7.59598125400712e-28	7.52470243831826e-27
ADAMTS1	ADAMTS1	9053.87281779737	-2.31085068855041	0.130431668108436	7.83067074849335e-67	5.34617125522138e-65
